name,code_region,code,address_line_1,address_line_2,postal_code,city,country,full_address,latitude,longitude
Blere,GPVL,PVL01151,12 rue Jean Jacques Rousseau,,37150,Blere,FR,12 rue Jean Jacques Rousseau 37150 Blere,47.327575,0.992115
Bletterans,GGE,GGE03904,80 rue Louis Le Grand,,39140,Bletterans,FR,80 rue Louis Le Grand 39140 Bletterans,46.745511,5.451547
Blois,GPVL,PVL01231,1 avenue De Vendome,,41000,Blois,FR,1 avenue De Vendome 41000 Blois,47.595483,1.328235
Blois Vineuil,GPVL,PVL01238,100 rue Des Fougerets,Zac des Perrières,41350,Saint Gervais La Foret,FR,100 rue Des Fougerets 41350 Saint Gervais La Foret,47.566125,1.370448
Bois Guillaume,GCM,GCM00781,chemin De La Breteque Cite De L' Agriculture,,76230,Bois Guillaume,FR,chemin De La Breteque Cite De L' Agriculture 76230 Bois Guillaume,49.485142,1.105832
Bollene,GMED,GSU85215,25 boulevard Victor Hugo,,84500,Bollene,FR,25 boulevard Victor Hugo 84500 Bollene,44.28124,4.75183
Bonnat,GOC,GOC87050,6 place de la Fontaine,,23220,Bonnat,FR,6 place de la Fontaine 23220 Bonnat,46.327515,1.904093
Bonnefon,GOC,GOC85148,avenue Jean De Bonnefon,,15000,Aurillac,FR,avenue Jean De Bonnefon 15000 Aurillac,44.919953,2.438805
Bonnétable,GCM,GCM01045,8 rue Du Maréchal Leclerc,,72110,Bonnetable,FR,8 rue Du Maréchal Leclerc 72110 Bonnetable,48.177781,0.426056
Bonneval,GCM,GCM01130,1 place Leroux,,28800,Bonneval,FR,1 place Leroux 28800 Bonneval,48.183095,1.387817
Bordeaux Cours Portal,GCA,GCA03182,42-44 cours Portal,,33000,Bordeaux,FR,42-44 cours Portal 33000 Bordeaux,44.853664,-0.572537
Bordeaux Meriadek,GCA,GCA03183,45 rue Georges Bonnac,,33000,Bordeaux,FR,45 rue Georges Bonnac 33000 Bordeaux,44.840288,-0.583501
Bort Les Orgues,GOC,GOC86101,64 rue de Paris,,19110,Bort Les Orgues,FR,64 rue de Paris 19110 Bort Les Orgues,45.400748,2.497628
Bosc Le Hard,GCM,GCM00342,rue Du Bras D'Or,,76850,Bosc Le Hard,FR,rue Du Bras D'Or 76850 Bosc Le Hard,49.626533,1.175448
Bouaye,GLB,LBR46018,43 rue De Nantes,,44830,Bouaye,FR,43 rue De Nantes 44830 Bouaye,47.144024,-1.688007
Bouillargues,GMED,GSU85489,25 Grand Rue,,30230,Bouillargues,FR,25 Grand Rue 30230 Bouillargues,43.800149,4.42756
Boulay,GGE,GGE05703,8D rue du Général Newinger,,57220,Boulay Moselle,FR,8D rue du Général Newinger 57220 Boulay Moselle,49.179987,6.497109
Boulazac,GCA,GCA03151,zone artisanale Du Ponteix,,24750,Boulazac Isle Manoire,FR,zone artisanale Du Ponteix 24750 Boulazac Isle Manoire,45.185355,0.764231
Boulogne Sur Gesse,GOC,GOC88032,rue De L'Eglise,,31350,Boulogne Sur Gesse,FR,rue De L'Eglise 31350 Boulogne Sur Gesse,43.290426,0.646181
Bouloire,GCM,GCM01046,74 rue Nationale,,72440,Bouloire,FR,74 rue Nationale 72440 Bouloire,47.972772,0.554531
Bourbonne Les Bains,GGE,GGE05203,16 Grande Rue,,52400,Bourbonne Les Bains,FR,16 Grande Rue 52400 Bourbonne Les Bains,47.952647,5.748516
Bourbriac,GLB,LBR24013,23 place Du Centre,,22390,Bourbriac,FR,23 place Du Centre 22390 Bourbriac,48.474371,-3.186894
Bourg Achard,GCM,GCM00333,430 Grande Rue,,27310,Bourg Achard,FR,430 Grande Rue 27310 Bourg Achard,49.354365,0.813186
Bourg Madame,GMED,GSU86230,10 avenue Des Guinguettes,,66760,Bourg Madame,FR,10 avenue Des Guinguettes 66760 Bourg Madame,42.433315,1.945182
Bourg St Andeol,GMED,GSU86037,1 avenue Marc Pradelle,,7700,Bourg Saint Andeol,FR,1 avenue Marc Pradelle 07700 Bourg Saint Andeol,44.37105,4.643809
Bourganeuf,GOC,GOC87052,8 place De L'Hôtel De Ville,,23400,Bourganeuf,FR,8 place De L'Hôtel De Ville 23400 Bourganeuf,45.953979,1.75566
Bourgtheroulde,GCM,GCM00328,67 Grande Rue,,27520,Grand Bourgtheroulde,FR,67 Grande Rue 27520 Grand Bourgtheroulde,49.298427,0.874009
Bourgueil,GPVL,PVL01133,14 place Des Halles,,37140,Bourgueil,FR,14 place Des Halles 37140 Bourgueil,47.281963,0.169101
Bourmont,GGE,GGE05204,faubourg De France,,52150,Bourmont Entre Meuse Et Mouzon,FR,faubourg De France 52150 Bourmont Entre Meuse Et Mouzon,48.193924,5.589862
Boussac,GOC,GOC87006,19 bis avenue Pierre Leroux,,23600,Boussac,FR,19 bis avenue Pierre Leroux 23600 Boussac,46.348934,2.216404
Bozouls,GOC,GOC84993,9 allée Paul Causse,,12340,Bozouls,FR,9 allée Paul Causse 12340 Bozouls,44.470134,2.721271
Bracieux,GPVL,PVL01251,6 place De La Halle,,41250,Bracieux,FR,6 place De La Halle 41250 Bracieux,47.548473,1.54158
Bram,GMED,GSU85338,36 avenue General De Gaulle,,11150,Bram,FR,36 avenue General De Gaulle 11150 Bram,43.242849,2.114112
Brantome,GCA,GCA03152,38 rue Victor Hugo,,24310,Brantome En Perigord,FR,38 rue Victor Hugo 24310 Brantome En Perigord,45.364763,0.649341
Brecey,GCM,GCM00441,37 place De L'Hôtel De Ville,,50370,Brecey,FR,37 place De L'Hôtel De Ville 50370 Brecey,48.724288,-1.167221
Brehal,GCM,GCM00416,12 rue Eisenhower,,50290,Brehal,FR,12 rue Eisenhower 50290 Brehal,48.900041,-1.512643
Breil sur Roya,GMED,GSU06210,45 rue Pasteur,,6540,Breil Sur Roya,FR,45 rue Pasteur 06540 Breil Sur Roya,43.93768,7.514643
Bressuire,GCA,GCA03246,10 rue De L'Espace - Av Youri Gagarine,,79300,Bressuire,FR,10 rue De L'Espace - Av Youri Gagarine 79300 Bressuire,46.848427,-0.499321
Brest Lambezellec,GLB,LBR31011,13 place Des F F I,,29200,Brest,FR,13 place Des F F I 29200 Brest,48.416401,-4.492285
Brest Siam,GLB,LBR31619,80 rue De Siam,,29200,Brest,FR,80 rue De Siam 29200 Brest,48.389031,-4.488117
Brest Strasbourg,GLB,LBR31819,18 place De Strasbourg,,29200,Brest,FR,18 place De Strasbourg 29200 Brest,48.402029,-4.46752
Breteuil,GPVL,PVL01686,8 rue De Paris,,60120,Breteuil,FR,8 rue De Paris 60120 Breteuil,49.633525,2.296065
Briancon,GMED,GSU06153,11 rue Centrale,,5100,Briancon,FR,11 rue Centrale 05100 Briancon,44.896252,6.635934
Briare,GPVL,PVL01330,2 place De La République,,45250,Briare,FR,2 place De La République 45250 Briare,47.638443,2.738416
Bricquebec,GCM,GCM00288,4 rue Paul Philippe,,50260,Bricquebec En Cotentin,FR,4 rue Paul Philippe 50260 Bricquebec En Cotentin,49.47007,-1.633696
Brie Comte Robert,GPVL,PVL01718,4 rue Gambetta,,77170,Brie Comte Robert,FR,4 rue Gambetta 77170 Brie Comte Robert,48.692129,2.611191
Briec,GLB,LBR31020,Grand Place,,29510,Briec,FR,Grand Place 29510 Briec,48.101972,-3.999824
Brignac la Plaine,GOC,GOC86009,Le Bourg,,19310,Brignac La Plaine,FR,Le Bourg 19310 Brignac La Plaine,45.173283,1.343647
Brignoles,GMED,GSU06330,14 place Du 8 Mai 1945,,83170,Brignoles,FR,14 place Du 8 Mai 1945 83170 Brignoles,43.407348,6.063887
Brionne,GCM,GCM00410,4 rue Lemarrois,,27800,Brionne,FR,4 rue Lemarrois 27800 Brionne,49.195574,0.720433
Brioux Chize,GCA,GCA03247,102 rue Du Commerce,,79170,Brioux Sur Boutonne,FR,102 rue Du Commerce 79170 Brioux Sur Boutonne,46.140886,-0.220039
Brissac,GLB,LBR51655,8 place Des Frères Montgolfier,,49320,Brissac Loire Aubance,FR,8 place Des Frères Montgolfier 49320 Brissac Loire Aubance,47.347193,-0.440338
Brive,GOC,GOC86102,72 boulevard Koenig,,19100,Brive La Gaillarde,FR,72 boulevard Koenig 19100 Brive La Gaillarde,45.160804,1.532721
Brocas,GOC,GOC90105,30 place Robert Bezos,,40420,Brocas,FR,30 place Robert Bezos 40420 Brocas,44.044332,-0.535887
Broons,GLB,LBR24020,11 place Duguesclin,,22250,Broons,FR,11 place Duguesclin 22250 Broons,48.330706,-2.243171
Brou,GCM,GCM01119,21 rue Des Changes,,28160,Brou,FR,21 rue Des Changes 28160 Brou,48.209934,1.166919
Brumath,GGE,GGE10341,10 rue Du Général Duport,,67170,Brumath,FR,10 rue Du Général Duport 67170 Brumath,48.731264,7.707362
Bruyeres,GGE,GGE08801,10 rue Du Cameroun,,88600,Bruyeres,FR,10 rue Du Cameroun 88600 Bruyeres,48.210311,6.720046
Bruz,GLB,LBR37047,1 place Du Dr Joly,,35170,Bruz,FR,1 place Du Dr Joly 35170 Bruz,48.024601,-1.74763
Buchy,GCM,GCM00344,126 Grande Rue,,76750,Buchy,FR,126 Grande Rue 76750 Buchy,49.584583,1.357371
Buis Les Baronnies,GMED,GSU85879,1 boulevard Aristide Briand,,26170,Buis Les Baronnies,FR,1 boulevard Aristide Briand 26170 Buis Les Baronnies,44.276617,5.273397
Buzancais,GCA,GCA03213,1 place De La Libération,,36500,Buzancais,FR,1 place De La Libération 36500 Buzancais,46.88885,1.421008
Cadaujac,GCA,GCA03185,938 avenue De Toulouse,,33140,Cadaujac,FR,938 avenue De Toulouse 33140 Cadaujac,44.751365,-0.548604
Cadillac,GCA,GCA03186,10 rue Du Général De Gaulle,,33410,Cadillac,FR,10 rue Du Général De Gaulle 33410 Cadillac,44.637175,-0.319503
Cadours,GOC,GOC88017,18 rue De La Mairie,,31480,Cadours,FR,18 rue De La Mairie 31480 Cadours,43.72848,1.049676
CAEN BEAULIEU,GCM,GCM00807,14 boulevard Georges Pompidou,,14000,Caen,FR,14 boulevard Georges Pompidou 14000 Caen,49.180613,-0.395555
Caen Vendeuvre,GCM,GCM00062,38 quai Vendeuvre,,14000,Caen,FR,38 quai Vendeuvre 14000 Caen,49.182269,-0.354476
Cagnes Sur Mer,GMED,GSU06214,5 boulevard Marechal Juin,,6800,Cagnes Sur Mer,FR,5 boulevard Marechal Juin 06800 Cagnes Sur Mer,43.661986,7.150759
Cahors,GOC,GOC91149,117 rue St Géry,CS 89,46023,Cahors,FR,117 rue St Géry 46023 Cahors,44.444649,1.439936
Cajarc,GOC,GOC91129,65 boulevard du Tour de Ville,,46160,Cajarc,FR,65 boulevard du Tour de Ville 46160 Cajarc,44.486192,1.841696
Callac,GLB,LBR24025,7 rue Du Docteur Quere,,22160,Callac,FR,7 rue Du Docteur Quere 22160 Callac,48.403931,-3.427243
Camaret,GMED,GSU85222,111 chemin De Piolenc,,84850,Camaret Sur Aigues,FR,111 chemin De Piolenc 84850 Camaret Sur Aigues,44.163428,4.869948
Cambo Les Bains,GOC,GOC92068,résidence Plein Sud Avenue D'Espagne,,64250,Cambo Les Bains,FR,résidence Plein Sud Avenue D'Espagne 64250 Cambo Les Bains,43.360295,-1.400248
Cande,GLB,LBR51622,14 rue Carnot,,49440,Cande,FR,14 rue Carnot 49440 Cande,47.560037,-1.037963
Canet en Roussillon,GMED,GSU86235,3-5 avenue Marco Polo,,66140,Canet En Roussillon,FR,3-5 avenue Marco Polo 66140 Canet En Roussillon,42.703102,3.022422
Canton de Vence,GMED,GSU06213,9 avenue De La Résistance,,6140,Vence,FR,9 avenue De La Résistance 06140 Vence,43.722794,7.11034
Cany,GCM,GCM00216,94 rue du Général de Gaulle,,76450,Cany Barville,FR,94 rue du Général de Gaulle 76450 Cany Barville,49.787594,0.637832
Capbreton,GOC,GOC90016,20 boulevard Des Cigales,,40130,Capbreton,FR,20 boulevard Des Cigales 40130 Capbreton,43.643646,-1.426181
Capdenac Gare,GOC,GOC84239,32 rue De La République,,12700,Capdenac Gare,FR,32 rue De La République 12700 Capdenac Gare,44.576023,2.080428
Capestang,GMED,GSU85674,1 rue Augustin Gau,,34310,Capestang,FR,1 rue Augustin Gau 34310 Capestang,43.328861,3.044639
Capesterre,GAG,GAGI91130,Avenue Paul Lacave,,97130,Capesterre Belle Eau,FR,Avenue Paul Lacave 97130 Capesterre Belle Eau,16.046459,-61.562881
Caraman,GOC,GOC88004,27 cours Pasteur,,31460,Caraman,FR,27 cours Pasteur 31460 Caraman,43.529108,1.759273
Carantec,GLB,LBR31079,23 rue Albert Louppe,,29660,Carantec,FR,23 rue Albert Louppe 29660 Carantec,48.666426,-3.913543
Carbon Blanc,GCA,GCA03336,38 avenue Austin Conte,,33560,Carbon Blanc,FR,38 avenue Austin Conte 33560 Carbon Blanc,44.895333,-0.499673
Carbonne,GOC,GOC88027,1 place Des Halles,,31390,Carbonne,FR,1 place Des Halles 31390 Carbonne,43.294627,1.225715
Carcassonne Barbès,GMED,GSU85321,79 boulevard Barbès,,11000,Carcassonne,FR,79 boulevard Barbès 11000 Carcassonne,43.210221,2.347958
Carcassonne Pont Rouge,GMED,GSU86747,rue Vasco De Gama,Zi Pont Rouge,11000,Carcassonne,FR,rue Vasco De Gama 11000 Carcassonne,43.235423,2.369694
Carentan,GCM,GCM00305,2 rue Torteron,,50500,Carentan Les Marais,FR,2 rue Torteron 50500 Carentan Les Marais,49.30375,-1.241629
Carhaix,GLB,LBR31024,place Du Champ De Foire,,29270,Carhaix Plouguer,FR,place Du Champ De Foire 29270 Carhaix Plouguer,48.276739,-3.571109
Carmaux,GOC,GOC94110,82 avenue Albert Thomas,,81400,Carmaux,FR,82 avenue Albert Thomas 81400 Carmaux,44.048722,2.157909
Carpentras,GMED,GSU85224,20 avenue Du Mont Ventoux,,84200,Carpentras,FR,20 avenue Du Mont Ventoux 84200 Carpentras,44.055696,5.052533
Carquefou,GLB,LBR46026,19 rue Marquis De Dion,,44470,Carquefou,FR,19 rue Marquis De Dion 44470 Carquefou,47.297151,-1.490489
Cassagnes Begonhes,GOC,GOC84163,14 avenue de Lodève,,12120,Cassagnes Begonhes,FR,14 avenue de Lodève 12120 Cassagnes Begonhes,44.168603,2.530626
Castanet Tolosan,GOC,GOC88003,47 bis avenue De Toulouse,,31320,Castanet Tolosan,FR,47 bis avenue De Toulouse 31320 Castanet Tolosan,43.520124,1.496263
Casteljaloux,GCA,GCA03237,9 place Gambetta,,47700,Casteljaloux,FR,9 place Gambetta 47700 Casteljaloux,44.31444,0.085759
Castelnau Magnoac,GOC,GOC93016,rue Du Corps Franc Pommiès,,65230,Castelnau Magnoac,FR,rue Du Corps Franc Pommiès 65230 Castelnau Magnoac,43.294588,0.505877
Castelnau Medoc,GCA,GCA03187,2 place Romain Videau,,33480,Castelnau De Medoc,FR,2 place Romain Videau 33480 Castelnau De Medoc,45.027348,-0.801686
Castelnau Montratier,GOC,GOC91038,36 rue Clémenceau,,46170,Castelnau Montratier Sainte Alauzie,FR,36 rue Clémenceau 46170 Castelnau Montratier Sainte Alauzie,44.268936,1.353662
Castelnaudary République,GMED,GSU85845,7 cours De La Republique,,11400,Castelnaudary,FR,7 cours De La Republique 11400 Castelnaudary,43.316387,1.951547
Castelsarrasin,GOC,GOC95111,67 rue De L'Egalité,,82100,Castelsarrasin,FR,67 rue De L'Egalité 82100 Castelsarrasin,44.039243,1.108033
Castres Lices,GOC,GOC94111,21 boulevard Des Lices,,81100,Castres,FR,21 boulevard Des Lices 81100 Castres,43.606568,2.236953
Castries,GMED,GSU85676,1 avenue Du 8 Mai 1945,,34160,Castries,FR,1 avenue Du 8 Mai 1945 34160 Castries,43.677458,3.983865
Caudan,GLB,LBR58036,22 rue Du Muguet,,56850,Caudan,FR,22 rue Du Muguet 56850 Caudan,47.808592,-3.340796
Caulnes,GLB,LBR24032,24 rue de Dinan,,22350,Caulnes,FR,24 rue de Dinan 22350 Caulnes,48.289756,-2.154025
Caussade,GOC,GOC95099,11 boulevard Léonce Granier,,82300,Caussade,FR,11 boulevard Léonce Granier 82300 Caussade,44.16183,1.536311
Cavaillon,GMED,GSU85226,125 avenue Paul Doumer,,84300,Cavaillon,FR,125 avenue Paul Doumer 84300 Cavaillon,43.835556,5.042217
Cayenne,GAG,GAGI93090,Angle Des Rues Damas Et Heder,,97300,Cayenne,FR,Angle Des Rues Damas Et Heder 97300 Cayenne,4.940963,-52.333547
Caylus,GOC,GOC95012,21 route De Villefranche,,82160,Caylus,FR,21 route De Villefranche 82160 Caylus,44.236957,1.77356
Cazaubon,GOC,GOC89034,17 bis rue De Gascogne,,32150,Cazaubon,FR,17 bis rue De Gascogne 32150 Cazaubon,43.934541,-0.07133
Cazeres,GOC,GOC88028,2 chemin De Carsalade,,31220,Cazeres,FR,2 chemin De Carsalade 31220 Cazeres,43.218197,1.084695
Cazouls Les Beziers,GMED,GSU85683,32 avenue Jean Jaurès,,34370,Cazouls Les Beziers,FR,32 avenue Jean Jaurès 34370 Cazouls Les Beziers,43.388662,3.107249
Cenac et St Julien,GCA,GCA03153,Grand'Rue,,24250,Cenac Et Saint Julien,FR,Grand'Rue 24250 Cenac Et Saint Julien,44.793498,1.213075
Ceret,GMED,GSU86242,2 avenue Simon Battle,,66400,Ceret,FR,2 avenue Simon Battle 66400 Ceret,42.485224,2.744916
Cergy,GPVL,PVL01782,2 rue Des Chauffours,,95800,Cergy,FR,2 rue Des Chauffours 95800 Cergy,49.040212,2.076147
Cerizay,GCA,GCA03248,place Du Chêne Vert,,79140,Cerizay,FR,place Du Chêne Vert 79140 Cerizay,46.822096,-0.667185
Cesson Sevigne,GLB,LBR37051,11 mail De Bourgchevreuil,Les Arcades,35510,Cesson Sevigne,FR,11 mail De Bourgchevreuil 35510 Cesson Sevigne,48.117849,-1.607643
Chabeuil,GMED,GSU85880,avenue De Valence,,26120,Chabeuil,FR,avenue De Valence 26120 Chabeuil,44.90058,5.017479
Chablis,GPVL,PVL01452,2 bis rue Du Serein,,89800,Chablis,FR,2 bis rue Du Serein 89800 Chablis,47.816758,3.788577
Chabris,GCA,GCA03405,14 rue Du Pont,,36210,Chabris,FR,14 rue Du Pont 36210 Chabris,47.25624,1.654699
Chalais,GCA,GCA03106,24 avenue De La Gare,,16210,Chalais,FR,24 avenue De La Gare 16210 Chalais,45.272332,0.041517
Challans,GCA,GCA03265,7 rue De Nantes,,85300,Challans,FR,7 rue De Nantes 85300 Challans,46.848942,-1.878397
Chalon,GRAA,GRA30160,13 boulevard De La République,,71100,Chalon Sur Saone,FR,13 boulevard De La République 71100 Chalon Sur Saone,46.783778,4.850975
Chalonnes,GLB,LBR51663,45 rue Du Vieux Pont,,49290,Chalonnes Sur Loire,FR,45 rue Du Vieux Pont 49290 Chalonnes Sur Loire,47.351661,-0.760303
Chamberet,GOC,GOC86012,8 rue Veilham,,19370,Chamberet,FR,8 rue Veilham 19370 Chamberet,45.584016,1.720748
Chambery Grand Verger,GRAA,GRA31371,209 avenue Du Grand Verger,,73000,Chambery,FR,209 avenue Du Grand Verger 73000 Chambery,45.579659,5.908825
Chambery Méridien,GRAA,GRA04682,1 place Du Centenaire,,73000,Chambery,FR,1 place Du Centenaire 73000 Chambery,45.568149,5.921372
Chambly,GPVL,PVL01681,59 place De L'Eglise,,60230,Chambly,FR,59 place De L'Eglise 60230 Chambly,49.166712,2.245345
Chamboulive,GOC,GOC86071,Rue de la Mairie,,19450,Chamboulive,FR,Rue de la Mairie 19450 Chamboulive,45.431592,1.702677
Champagnole,GGE,GGE03905,16 avenue De La République,,39300,Champagnole,FR,16 avenue De La République 39300 Champagnole,46.745567,5.907838
Chantepie,GLB,LBR37055,85 avenue Andre Bonnin,,35135,Chantepie,FR,85 avenue Andre Bonnin 35135 Chantepie,48.088384,-1.618012
Chantilly,GPVL,PVL01616,2 place Omer Vallon,,60500,Chantilly,FR,2 place Omer Vallon 60500 Chantilly,49.19433,2.46628
Chantonnay,GCA,GCA03266,17 rue Nationale,,85110,Chantonnay,FR,17 rue Nationale 85110 Chantonnay,46.688963,-1.051625
Charancieu,GRAA,GRA30520,10 route De Charmay,,38490,Charancieu,FR,10 route De Charmay 38490 Charancieu,45.528387,5.590974
Charmes,GGE,GGE08802,6 rue Maurice Barres,,88130,Charmes,FR,6 rue Maurice Barres 88130 Charmes,48.37149,6.293367
Chartres Lucé,GCM,GCM01126,20 rue De La République,,28110,Luce,FR,20 rue De La République 28110 Luce,48.440519,1.469725
Chartres Ville,GCM,GCM01470,28 rue De La Tonnellerie,,28000,Chartres,FR,28 rue De La Tonnellerie 28000 Chartres,48.444339,1.486819
Château Arnoux,GMED,GSU06125,2 allée Des Érables,,4160,Chateau Arnoux Saint Auban,FR,2 allée Des Érables 04160 Chateau Arnoux Saint Auban,44.100471,6.010338
Chateau Gontier,GCM,GCM01050,rue Terre Rouge,,53200,Aze,FR,rue Terre Rouge 53200 Aze,47.82531,-0.6862
Château La Valliere,GPVL,PVL01111,10 avenue Du Général Leclerc,,37330,Chateau La Valliere,FR,10 avenue Du Général Leclerc 37330 Chateau La Valliere,47.548028,0.320524
Château Renault,GPVL,PVL01112,14-16 place Jean Jaurès,,37110,Chateau Renault,FR,14-16 place Jean Jaurès 37110 Chateau Renault,47.593286,0.915386
Chateau Salins,GGE,GGE05705,6 rue Dufays,,57170,Chateau Salins,FR,6 rue Dufays 57170 Chateau Salins,48.820847,6.50798
Chateaubourg,GLB,LBR37327,17 rue Du Marechal Leclerc,,35220,Chateaubourg,FR,17 rue Du Marechal Leclerc 35220 Chateaubourg,48.108577,-1.405089
Chateaubriant,GLB,LBR46036,5 B place St Nicolas,,44110,Chateaubriant,FR,5 B place St Nicolas 44110 Chateaubriant,47.718829,-1.376567
Chateaudun,GCM,GCM01131,20 place Du 18 Octobre,,28200,Chateaudun,FR,20 place Du 18 Octobre 28200 Chateaudun,48.069868,1.329402
Chateaugiron,GLB,LBR37069,1 rue Francis Guerault,,35410,Chateaugiron,FR,1 rue Francis Guerault 35410 Chateaugiron,48.047666,-1.5027
Chateaulin,GLB,LBR31026,48 B quai Du Général De Gaulle,,29150,Chateaulin,FR,48 B quai Du Général De Gaulle 29150 Chateaulin,48.196095,-4.092754
Chateauneuf,GCM,GCM01112,45 rue Jean Moulin,,28170,Chateauneuf En Thymerais,FR,45 rue Jean Moulin 28170 Chateauneuf En Thymerais,48.579811,1.243505
Châteauneuf,GCA,GCA03109,9 zone artisanale De L'Etang,,16120,Chateauneuf Sur Charente,FR,9 zone artisanale De L'Etang 16120 Chateauneuf Sur Charente,45.600879,-0.067375
Chateauneuf D Ille Et Vilaine,GLB,LBR37070,19 rue Du Pave St Charles,,35430,Chateauneuf D Ille Et Vilaine,FR,19 rue Du Pave St Charles 35430 Chateauneuf D Ille Et Vilaine,48.561329,-1.928931
Chateauneuf Du Faou,GLB,LBR31027,14 B rue Du Général De Gaulle,,29520,Chateauneuf Du Faou,FR,14 B rue Du Général De Gaulle 29520 Chateauneuf Du Faou,48.187077,-3.815203
Châteauneuf Sur Loire,GPVL,PVL01352,36-38 Grande Rue,,45110,Chateauneuf Sur Loire,FR,36-38 Grande Rue 45110 Chateauneuf Sur Loire,47.863707,2.220769
Chateauneuf Sur Sarthe,GLB,LBR51635,33 rue Du Faubourg Joly,,49330,Chateauneuf Sur Sarthe,FR,33 rue Du Faubourg Joly 49330 Chateauneuf Sur Sarthe,47.681088,-0.48672
Chateaurenard,GMED,GSU06222,3 boulevard Gambetta,,13160,Chateaurenard,FR,3 boulevard Gambetta 13160 Chateaurenard,43.88466,4.855029
Châteaurenard,GPVL,PVL01331,62 place Du Château,,45220,Chateau Renard,FR,62 place Du Château 45220 Chateau Renard,47.930439,2.92701
Châteauroux Gare,GCA,GCA03215,44 rue De La Gare,,36000,Chateauroux,FR,44 rue De La Gare 36000 Chateauroux,46.810812,1.696889
Chatelaillon,GCA,GCA03124,55 avenue De La Libération,,17340,Chatelaillon Plage,FR,55 avenue De La Libération 17340 Chatelaillon Plage,46.072363,-1.089352
Chatelaudren,GLB,LBR24011,20 place De La Republique,,22170,Chatelaudren,FR,20 place De La Republique 22170 Chatelaudren,48.542332,-2.969798
Châtellerault,GCA,GCA03288,28 rue De La Roseraie,,86100,Chatellerault,FR,28 rue De La Roseraie 86100 Chatellerault,46.826885,0.557425
Châtellerault Blossac,GCA,GCA18073,10 boulevard Blossac,,86100,Chatellerault,FR,10 boulevard Blossac 86100 Chatellerault,46.815415,0.545476
Chatelus Malvaleix,GOC,GOC87065,8 place St Pierre,,23270,Chatelus Malvaleix,FR,8 place St Pierre 23270 Chatelus Malvaleix,46.3051,2.023851
Chatillon Coligny,GPVL,PVL01332,place Coligny,,45230,Chatillon Coligny,FR,place Coligny 45230 Chatillon Coligny,47.824024,2.845614
Chatillon En Diois,GMED,GSU85893,45 rue De La Gare,,26410,Chatillon En Diois,FR,45 rue De La Gare 26410 Chatillon En Diois,44.693263,5.481057
Châtillon Sur Indre,GCA,GCA03216,Place John Stewart de Buchan,,36700,Châtillon sur Indre,FR,Place John Stewart de Buchan 36700 Châtillon sur Indre,46.988907,1.171205
Chatillon Sur Seine,GGE,GGE02107,3 rue Gustave Tridon,,21400,Chatillon Sur Seine,FR,3 rue Gustave Tridon 21400 Chatillon Sur Seine,47.85837,4.573488
Chaudes Aigues,GOC,GOC85171,20 place Du Marché,,15110,Chaudes Aigues,FR,20 place Du Marché 15110 Chaudes Aigues,44.853471,3.002932
